date,facility,production_line,shift,units_produced,defects,defect_rate,downtime_minutes,energy_kwh,labor_hours,oee_score,maintenance_cost_usd
2025-03-12,Plant_Alpha,Line_C,Morning,1256,46,0.0366,21.2,2849.2,7.96,0.727,221.23
2025-03-12,Plant_Alpha,Line_C,Afternoon,1219,45,0.0369,17.1,2729.7,8.09,0.855,128.73
2025-03-12,Plant_Alpha,Line_C,Night,1049,33,0.0315,19.9,2266.8,8.07,0.721,173.01
2025-03-12,Plant_Beta,Line_A,Morning,868,37,0.0426,15.2,1912.3,8.1,0.718,216.15
2025-03-12,Plant_Beta,Line_A,Afternoon,832,31,0.0373,17.8,1782.3,7.98,0.752,195.26
2025-03-12,Plant_Beta,Line_A,Night,693,26,0.0375,11.2,1516.0,8.08,0.758,250.35
2025-03-12,Plant_Beta,Line_B,Morning,870,29,0.0333,21.6,1810.4,7.99,0.722,274.14
2025-03-12,Plant_Beta,Line_B,Afternoon,827,43,0.052,15.2,1759.0,7.91,0.814,165.13
2025-03-12,Plant_Beta,Line_B,Night,697,31,0.0445,17.3,1489.2,7.95,0.672,119.21
2025-03-12,Plant_Beta,Line_C,Morning,878,36,0.041,15.7,1885.4,7.99,0.832,133.46
2025-03-12,Plant_Beta,Line_C,Afternoon,820,32,0.039,14.9,1771.2,7.98,0.79,148.69
2025-03-12,Plant_Beta,Line_C,Night,700,28,0.04,13.8,1512.1,8.03,0.674,143.0
2025-03-12,Plant_Gamma,Line_A,Morning,827,28,0.0339,13.5,1781.0,7.94,0.637,264.2
2025-03-12,Plant_Gamma,Line_A,Afternoon,797,34,0.0427,11.6,1687.9,7.93,0.762,179.09
2025-03-12,Plant_Gamma,Line_A,Night,658,28,0.0426,14.1,1474.4,8.01,0.634,129.6
2025-03-12,Plant_Gamma,Line_B,Morning,848,30,0.0354,15.6,1778.9,8.09,0.663,253.52
2025-03-12,Plant_Gamma,Line_B,Afternoon,799,30,0.0375,16.3,1687.2,7.91,0.787,200.13
2025-03-12,Plant_Gamma,Line_B,Night,670,27,0.0403,12.7,1472.7,7.97,0.785,181.87
2025-03-12,Plant_Gamma,Line_C,Morning,836,31,0.0371,14.6,1806.5,7.91,0.742,167.64
2025-03-12,Plant_Gamma,Line_C,Afternoon,789,30,0.038,14.1,1673.6,8.0,0.78,192.32
2025-03-12,Plant_Gamma,Line_C,Night,678,27,0.0398,15.0,1388.3,8.0,0.794,192.83
2025-03-12,Plant_Delta,Line_A,Morning,871,31,0.0356,14.9,1901.7,8.04,0.695,128.37
2025-03-12,Plant_Delta,Line_A,Afternoon,828,36,0.0435,9.4,1766.8,8.13,0.75,304.39
2025-03-12,Plant_Delta,Line_A,Night,693,24,0.0346,12.9,1481.1,7.93,0.751,207.65
2025-03-12,Plant_Delta,Line_B,Morning,861,32,0.0372,20.0,1897.6,7.96,0.781,135.54
2025-03-12,Plant_Delta,Line_B,Afternoon,825,32,0.0388,13.7,1773.0,8.0,0.696,282.7
2025-03-12,Plant_Delta,Line_B,Night,711,25,0.0352,10.0,1453.5,8.11,0.756,231.02
2025-03-12,Plant_Delta,Line_C,Morning,857,32,0.0373,14.7,1863.6,8.03,0.716,161.31
2025-03-12,Plant_Delta,Line_C,Afternoon,827,23,0.0278,12.4,1778.4,8.02,0.835,187.11
2025-03-12,Plant_Delta,Line_C,Night,702,19,0.0271,15.5,1494.2,8.01,0.784,220.39
2025-03-12,Plant_Epsilon,Line_A,Morning,974,41,0.0421,14.6,2172.4,8.07,0.838,140.11
2025-03-12,Plant_Epsilon,Line_A,Afternoon,946,29,0.0307,18.8,2064.3,8.07,0.74,218.42
2025-03-12,Plant_Epsilon,Line_A,Night,790,29,0.0367,15.2,1659.9,7.96,0.874,188.59
2025-03-12,Plant_Epsilon,Line_B,Morning,992,38,0.0383,13.3,2151.5,7.99,0.647,225.84
2025-03-12,Plant_Epsilon,Line_B,Afternoon,962,30,0.0312,13.9,2074.9,7.96,0.78,361.39
2025-03-12,Plant_Epsilon,Line_B,Night,808,30,0.0371,17.5,1742.8,7.96,0.674,225.55
2025-03-12,Plant_Epsilon,Line_C,Morning,999,37,0.037,18.6,2168.2,8.07,0.748,113.76
2025-03-12,Plant_Epsilon,Line_C,Afternoon,940,25,0.0266,7.7,2046.8,8.05,0.661,194.84
2025-03-12,Plant_Epsilon,Line_C,Night,796,29,0.0364,11.4,1748.7,7.94,0.665,146.99
2025-03-12,Plant_Zeta,Line_A,Morning,1133,41,0.0362,13.1,2446.0,8.01,0.645,223.74
2025-03-12,Plant_Zeta,Line_A,Afternoon,1083,40,0.0369,13.9,2345.1,7.94,0.75,220.68
2025-03-12,Plant_Zeta,Line_A,Night,899,33,0.0367,16.4,1978.4,8.05,0.761,163.67
2025-03-12,Plant_Zeta,Line_B,Morning,1110,46,0.0414,10.3,2473.9,7.97,0.689,214.03
2025-03-12,Plant_Zeta,Line_B,Afternoon,1059,40,0.0378,9.9,2294.5,7.9,0.736,176.79
2025-03-12,Plant_Zeta,Line_B,Night,897,31,0.0346,15.0,1970.1,8.0,0.823,189.78
2025-03-12,Plant_Zeta,Line_C,Morning,1124,44,0.0391,18.3,2390.5,8.03,0.717,175.53
2025-03-12,Plant_Zeta,Line_C,Afternoon,1058,43,0.0406,11.5,2256.7,7.98,0.757,161.01
2025-03-12,Plant_Zeta,Line_C,Night,906,32,0.0353,16.0,1933.9,8.06,0.772,150.37
2025-03-13,Plant_Alpha,Line_A,Morning,1280,48,0.0375,12.4,2804.4,8.0,0.73,207.11
2025-03-13,Plant_Alpha,Line_A,Afternoon,1207,54,0.0447,16.5,2632.1,8.05,0.732,144.27
2025-03-13,Plant_Alpha,Line_A,Night,1031,37,0.0359,8.7,2188.3,7.93,0.706,250.16
2025-03-13,Plant_Alpha,Line_B,Morning,1296,58,0.0448,16.4,2802.7,7.99,0.835,150.17
2025-03-13,Plant_Alpha,Line_B,Afternoon,1219,38,0.0312,19.4,2631.0,8.09,0.685,183.2
2025-03-13,Plant_Alpha,Line_B,Night,1010,40,0.0396,13.5,2264.0,7.99,0.658,130.97
2025-03-13,Plant_Alpha,Line_C,Morning,1287,51,0.0396,8.8,2750.6,7.94,0.701,174.23
2025-03-13,Plant_Alpha,Line_C,Afternoon,1223,42,0.0343,9.2,2632.9,8.0,0.714,188.52
2025-03-13,Plant_Alpha,Line_C,Night,1028,38,0.037,14.4,2227.0,8.04,0.799,253.56
2025-03-13,Plant_Beta,Line_A,Morning,872,31,0.0356,10.1,1892.6,7.97,0.878,307.05
2025-03-13,Plant_Beta,Line_A,Afternoon,826,24,0.0291,17.0,1822.2,7.95,0.854,133.2
2025-03-13,Plant_Beta,Line_A,Night,686,28,0.0408,18.3,1503.7,8.03,0.811,262.13
2025-03-13,Plant_Beta,Line_B,Morning,863,29,0.0336,18.6,1883.0,8.02,0.727,235.43
2025-03-13,Plant_Beta,Line_B,Afternoon,814,32,0.0393,15.5,1781.0,8.04,0.708,227.01
2025-03-13,Plant_Beta,Line_B,Night,701,24,0.0342,10.3,1546.8,7.97,0.742,154.86
2025-03-13,Plant_Beta,Line_C,Morning,881,36,0.0409,17.0,1879.4,8.06,0.717,220.91
2025-03-13,Plant_Beta,Line_C,Afternoon,824,33,0.04,9.6,1818.2,8.09,0.705,214.45
2025-03-13,Plant_Beta,Line_C,Night,687,27,0.0393,8.3,1505.2,7.99,0.82,275.26
2025-03-13,Plant_Gamma,Line_A,Morning,842,36,0.0428,15.4,1776.5,8.01,0.699,243.75
2025-03-13,Plant_Gamma,Line_A,Afternoon,792,32,0.0404,8.1,1700.4,8.04,0.764,173.14
2025-03-13,Plant_Gamma,Line_A,Night,655,21,0.0321,15.3,1431.5,8.0,0.838,151.76
2025-03-13,Plant_Gamma,Line_B,Morning,825,39,0.0473,14.0,1780.2,8.01,0.793,115.94
2025-03-13,Plant_Gamma,Line_B,Afternoon,786,30,0.0382,11.9,1704.1,8.04,0.781,256.25
2025-03-13,Plant_Gamma,Line_B,Night,664,27,0.0407,15.8,1434.3,8.03,0.773,145.38
2025-03-13,Plant_Gamma,Line_C,Morning,833,29,0.0348,13.9,1772.0,8.03,0.81,184.21
2025-03-13,Plant_Gamma,Line_C,Afternoon,783,21,0.0268,12.2,1668.1,8.01,0.758,162.87
2025-03-13,Plant_Gamma,Line_C,Night,669,24,0.0359,7.4,1463.8,8.06,0.751,219.1
2025-03-13,Plant_Delta,Line_A,Morning,864,25,0.0289,20.3,1884.9,8.05,0.745,235.67
2025-03-13,Plant_Delta,Line_A,Afternoon,810,30,0.037,16.5,1756.5,8.06,0.779,212.84
2025-03-13,Plant_Delta,Line_A,Night,694,28,0.0403,20.9,1514.8,8.04,0.797,154.76
2025-03-13,Plant_Delta,Line_B,Morning,867,34,0.0392,8.8,1892.9,7.93,0.793,169.47
2025-03-13,Plant_Delta,Line_B,Afternoon,842,31,0.0368,20.6,1768.2,8.0,0.84,174.46
2025-03-13,Plant_Delta,Line_B,Night,702,29,0.0413,16.5,1512.7,8.0,0.807,207.89
2025-03-13,Plant_Delta,Line_C,Morning,876,36,0.0411,17.5,1886.6,8.01,0.818,191.44
2025-03-13,Plant_Delta,Line_C,Afternoon,814,29,0.0356,12.7,1791.5,7.99,0.766,248.8
2025-03-13,Plant_Delta,Line_C,Night,717,28,0.0391,17.6,1511.8,7.94,0.701,190.75
2025-03-13,Plant_Epsilon,Line_A,Morning,999,36,0.036,18.3,2189.4,7.95,0.864,131.77
2025-03-13,Plant_Epsilon,Line_A,Afternoon,963,37,0.0384,14.3,2022.5,7.98,0.836,169.74
2025-03-13,Plant_Epsilon,Line_A,Night,790,23,0.0291,13.2,1693.1,7.97,0.752,150.82
2025-03-13,Plant_Epsilon,Line_B,Morning,1008,37,0.0367,15.6,2175.7,8.11,0.806,186.66
2025-03-13,Plant_Epsilon,Line_B,Afternoon,931,38,0.0408,18.3,2036.8,8.0,0.771,121.22
2025-03-13,Plant_Epsilon,Line_B,Night,803,33,0.0411,14.7,1751.8,8.05,0.736,219.49
2025-03-13,Plant_Epsilon,Line_C,Morning,991,27,0.0272,13.5,2098.4,8.04,0.796,191.96
2025-03-13,Plant_Epsilon,Line_C,Afternoon,932,36,0.0386,20.3,1970.2,8.0,0.731,188.05
2025-03-13,Plant_Epsilon,Line_C,Night,795,29,0.0365,17.5,1706.4,7.9,0.826,243.76
2025-03-13,Plant_Zeta,Line_A,Morning,1119,43,0.0384,19.1,2462.4,8.06,0.779,233.85
2025-03-13,Plant_Zeta,Line_A,Afternoon,1086,38,0.035,15.9,2217.1,7.89,0.784,233.26
2025-03-13,Plant_Zeta,Line_A,Night,893,31,0.0347,14.8,1936.0,7.89,0.788,198.29
2025-03-13,Plant_Zeta,Line_B,Morning,1123,40,0.0356,10.9,2357.9,8.05,0.725,239.81
2025-03-13,Plant_Zeta,Line_B,Afternoon,1056,42,0.0398,12.9,2293.0,7.99,0.838,299.39
2025-03-13,Plant_Zeta,Line_B,Night,907,32,0.0353,10.9,1898.0,8.05,0.685,192.02
2025-03-13,Plant_Zeta,Line_C,Morning,1122,27,0.0241,11.0,2370.6,7.96,0.772,234.92
2025-03-13,Plant_Zeta,Line_C,Afternoon,1054,38,0.0361,14.5,2261.2,8.03,0.777,91.15
2025-03-13,Plant_Zeta,Line_C,Night,911,35,0.0384,14.8,1968.5,7.88,0.703,196.32
2025-03-14,Plant_Alpha,Line_A,Morning,1250,46,0.0368,17.4,2764.5,8.02,0.75,182.61
2025-03-14,Plant_Alpha,Line_A,Afternoon,1213,49,0.0404,10.0,2680.4,7.98,0.785,203.81
2025-03-14,Plant_Alpha,Line_A,Night,1019,47,0.0461,17.7,2171.7,7.99,0.769,116.42
2025-03-14,Plant_Alpha,Line_B,Morning,1257,45,0.0358,11.1,2722.5,7.92,0.753,164.38
2025-03-14,Plant_Alpha,Line_B,Afternoon,1236,45,0.0364,17.9,2555.9,8.0,0.762,227.49
2025-03-14,Plant_Alpha,Line_B,Night,1027,35,0.0341,13.6,2228.2,8.1,0.78,199.05
2025-03-14,Plant_Alpha,Line_C,Morning,1266,40,0.0316,15.0,2797.4,7.98,0.748,170.73
2025-03-14,Plant_Alpha,Line_C,Afternoon,1195,49,0.041,14.4,2645.2,8.03,0.713,209.27
2025-03-14,Plant_Alpha,Line_C,Night,1014,39,0.0385,14.9,2272.9,8.0,0.692,175.77
2025-03-14,Plant_Beta,Line_A,Morning,878,21,0.0239,16.5,1870.9,7.96,0.742,168.17
2025-03-14,Plant_Beta,Line_A,Afternoon,816,23,0.0282,17.2,1756.3,7.99,0.802,212.03
2025-03-14,Plant_Beta,Line_A,Night,685,29,0.0423,19.8,1516.7,7.97,0.682,170.77
2025-03-14,Plant_Beta,Line_B,Morning,870,40,0.046,12.9,1855.2,8.05,0.739,279.56
2025-03-14,Plant_Beta,Line_B,Afternoon,823,37,0.045,16.2,1795.7,7.99,0.753,216.45
2025-03-14,Plant_Beta,Line_B,Night,709,29,0.0409,9.0,1509.2,7.94,0.732,217.45
2025-03-14,Plant_Beta,Line_C,Morning,887,31,0.0349,20.3,1854.0,8.08,0.78,220.51
2025-03-14,Plant_Beta,Line_C,Afternoon,838,29,0.0346,18.6,1766.0,7.98,0.697,251.42
2025-03-14,Plant_Beta,Line_C,Night,713,25,0.0351,16.3,1515.0,8.0,0.811,184.31
2025-03-14,Plant_Gamma,Line_A,Morning,804,32,0.0398,15.4,1752.2,7.94,0.68,183.42
2025-03-14,Plant_Gamma,Line_A,Afternoon,778,33,0.0424,16.4,1678.4,8.01,0.759,182.15
2025-03-14,Plant_Gamma,Line_A,Night,667,32,0.048,16.7,1430.1,8.05,0.805,212.14
2025-03-14,Plant_Gamma,Line_B,Morning,825,30,0.0364,11.8,1783.0,7.99,0.736,224.85
2025-03-14,Plant_Gamma,Line_B,Afternoon,803,31,0.0386,14.7,1695.5,8.06,0.778,198.19
2025-03-14,Plant_Gamma,Line_B,Night,670,20,0.0299,15.6,1420.0,7.99,0.721,215.78
2025-03-14,Plant_Gamma,Line_C,Morning,825,26,0.0315,14.0,1830.2,7.88,0.764,153.1
2025-03-14,Plant_Gamma,Line_C,Afternoon,799,32,0.0401,14.7,1712.0,8.01,0.764,175.37
2025-03-14,Plant_Gamma,Line_C,Night,664,23,0.0346,15.0,1398.3,8.06,0.86,186.47
2025-03-14,Plant_Delta,Line_A,Morning,880,32,0.0364,12.6,1855.7,8.0,0.723,215.64
2025-03-14,Plant_Delta,Line_A,Afternoon,818,26,0.0318,14.3,1754.8,8.0,0.761,151.6
2025-03-14,Plant_Delta,Line_A,Night,716,29,0.0405,13.1,1510.3,8.05,0.772,278.83
2025-03-14,Plant_Delta,Line_B,Morning,866,41,0.0473,11.3,1842.5,8.06,0.738,153.66
2025-03-14,Plant_Delta,Line_B,Afternoon,822,38,0.0462,12.6,1771.3,7.91,0.738,254.26
2025-03-14,Plant_Delta,Line_B,Night,694,22,0.0317,13.0,1497.2,8.04,0.784,223.52
2025-03-14,Plant_Delta,Line_C,Morning,866,31,0.0358,13.1,1868.6,8.1,0.715,158.0
2025-03-14,Plant_Delta,Line_C,Afternoon,816,34,0.0417,14.8,1796.0,7.98,0.79,194.92
2025-03-14,Plant_Delta,Line_C,Night,686,30,0.0437,14.5,1508.6,8.04,0.688,216.78
2025-03-14,Plant_Epsilon,Line_A,Morning,983,36,0.0366,18.2,2153.6,7.99,0.753,95.07
2025-03-14,Plant_Epsilon,Line_A,Afternoon,932,38,0.0408,12.7,1984.5,8.04,0.826,168.59
2025-03-14,Plant_Epsilon,Line_A,Night,806,32,0.0397,12.5,1692.4,8.09,0.704,169.4
2025-03-14,Plant_Epsilon,Line_B,Morning,1013,35,0.0346,18.4,2120.5,8.01,0.815,178.34
2025-03-14,Plant_Epsilon,Line_B,Afternoon,945,40,0.0423,12.5,2095.7,8.05,0.743,184.59
2025-03-14,Plant_Epsilon,Line_B,Night,823,28,0.034,13.4,1752.4,7.92,0.757,205.25
2025-03-14,Plant_Epsilon,Line_C,Morning,983,30,0.0305,14.2,2146.9,8.0,0.703,253.47
2025-03-14,Plant_Epsilon,Line_C,Afternoon,948,33,0.0348,16.3,2035.8,8.08,0.792,149.43
2025-03-14,Plant_Epsilon,Line_C,Night,789,28,0.0355,16.6,1704.7,7.95,0.792,238.77
2025-03-14,Plant_Zeta,Line_A,Morning,1125,44,0.0391,12.5,2411.9,7.97,0.788,213.24
2025-03-14,Plant_Zeta,Line_A,Afternoon,1063,38,0.0357,8.8,2336.0,7.86,0.78,209.2
2025-03-14,Plant_Zeta,Line_A,Night,894,34,0.038,13.8,1950.2,7.94,0.782,170.86
2025-03-14,Plant_Zeta,Line_B,Morning,1114,39,0.035,14.6,2410.9,7.97,0.804,249.58
2025-03-14,Plant_Zeta,Line_B,Afternoon,1074,46,0.0428,19.7,2256.8,8.06,0.843,232.91
2025-03-14,Plant_Zeta,Line_B,Night,928,43,0.0463,13.9,1933.9,8.01,0.727,313.53
2025-03-14,Plant_Zeta,Line_C,Morning,1130,43,0.0381,10.5,2422.9,7.93,0.797,103.7
2025-03-14,Plant_Zeta,Line_C,Afternoon,1081,38,0.0352,9.7,2286.6,8.01,0.751,251.64
2025-03-14,Plant_Zeta,Line_C,Night,908,38,0.0419,13.4,1945.1,7.9,0.779,168.79
2025-03-15,Plant_Alpha,Line_A,Morning,1302,48,0.0369,16.9,2759.7,8.11,0.684,195.24
2025-03-15,Plant_Alpha,Line_A,Afternoon,1206,34,0.0282,11.5,2669.9,8.02,0.746,229.88
2025-03-15,Plant_Alpha,Line_A,Night,1037,43,0.0415,15.5,2240.2,7.97,0.811,150.17
2025-03-15,Plant_Alpha,Line_B,Morning,1287,59,0.0458,14.5,2745.6,8.1,0.83,207.69
2025-03-15,Plant_Alpha,Line_B,Afternoon,1206,32,0.0265,17.6,2661.2,8.05,0.67,215.21
2025-03-15,Plant_Alpha,Line_B,Night,1029,39,0.0379,20.1,2265.2,8.02,0.762,214.04
2025-03-15,Plant_Alpha,Line_C,Morning,1274,52,0.0408,15.1,2722.2,8.03,0.645,178.55
2025-03-15,Plant_Alpha,Line_C,Afternoon,1231,54,0.0439,16.6,2603.5,8.02,0.776,261.23
2025-03-15,Plant_Alpha,Line_C,Night,1047,43,0.0411,15.3,2185.8,7.97,0.743,219.09
2025-03-15,Plant_Beta,Line_A,Morning,867,36,0.0415,11.9,1859.9,8.09,0.799,185.32
2025-03-15,Plant_Beta,Line_A,Afternoon,820,36,0.0439,17.6,1786.0,8.0,0.705,209.1
2025-03-15,Plant_Beta,Line_A,Night,714,23,0.0322,15.4,1542.5,7.99,0.749,151.43
2025-03-15,Plant_Beta,Line_B,Morning,875,30,0.0343,10.4,1847.5,8.0,0.681,152.42
2025-03-15,Plant_Beta,Line_B,Afternoon,830,31,0.0373,12.5,1770.0,8.09,0.823,194.9
2025-03-15,Plant_Beta,Line_B,Night,709,27,0.0381,9.0,1458.3,7.93,0.681,210.18
2025-03-15,Plant_Beta,Line_C,Morning,866,34,0.0393,15.9,1897.8,7.97,0.784,169.66
2025-03-15,Plant_Beta,Line_C,Afternoon,831,37,0.0445,17.0,1766.8,8.04,0.686,128.77
2025-03-15,Plant_Beta,Line_C,Night,706,32,0.0453,11.1,1512.4,8.04,0.732,195.65
2025-03-15,Plant_Gamma,Line_A,Morning,831,31,0.0373,15.5,1742.6,7.99,0.738,184.15
2025-03-15,Plant_Gamma,Line_A,Afternoon,781,29,0.0371,12.3,1690.0,7.97,0.718,116.74
2025-03-15,Plant_Gamma,Line_A,Night,677,29,0.0428,12.5,1451.6,7.96,0.746,180.67
2025-03-15,Plant_Gamma,Line_B,Morning,826,34,0.0412,13.7,1770.5,8.06,0.761,175.43
2025-03-15,Plant_Gamma,Line_B,Afternoon,790,34,0.043,18.4,1664.6,7.93,0.808,180.57
2025-03-15,Plant_Gamma,Line_B,Night,647,23,0.0355,13.2,1432.5,8.01,0.712,229.31
2025-03-15,Plant_Gamma,Line_C,Morning,829,25,0.0302,13.9,1789.6,8.0,0.775,168.56
2025-03-15,Plant_Gamma,Line_C,Afternoon,791,27,0.0341,21.3,1659.4,8.13,0.716,250.77
2025-03-15,Plant_Gamma,Line_C,Night,675,21,0.0311,16.7,1428.8,8.02,0.77,189.92
2025-03-15,Plant_Delta,Line_A,Morning,863,34,0.0394,11.7,1843.2,8.05,0.781,141.91
2025-03-15,Plant_Delta,Line_A,Afternoon,814,22,0.027,17.0,1788.9,7.96,0.796,283.03
2025-03-15,Plant_Delta,Line_A,Night,686,24,0.035,10.2,1532.6,8.01,0.742,211.04
2025-03-15,Plant_Delta,Line_B,Morning,863,33,0.0382,16.3,1857.1,7.95,0.751,202.27
2025-03-15,Plant_Delta,Line_B,Afternoon,828,35,0.0423,10.3,1805.4,8.01,0.745,175.05
2025-03-15,Plant_Delta,Line_B,Night,722,35,0.0485,20.9,1514.6,8.02,0.84,191.41
2025-03-15,Plant_Delta,Line_C,Morning,872,35,0.0401,21.5,1894.5,8.02,0.839,197.38
2025-03-15,Plant_Delta,Line_C,Afternoon,822,29,0.0353,15.4,1762.8,7.98,0.687,172.79
2025-03-15,Plant_Delta,Line_C,Night,704,31,0.044,17.1,1526.4,7.94,0.717,190.68
2025-03-15,Plant_Epsilon,Line_A,Morning,1001,34,0.034,11.0,2177.9,7.96,0.701,205.6
2025-03-15,Plant_Epsilon,Line_A,Afternoon,941,34,0.0361,14.9,1996.0,7.99,0.759,116.84
2025-03-15,Plant_Epsilon,Line_A,Night,807,23,0.0285,12.6,1736.8,8.03,0.765,129.02
2025-03-15,Plant_Epsilon,Line_B,Morning,984,37,0.0376,14.1,2183.9,8.11,0.792,175.81
2025-03-15,Plant_Epsilon,Line_B,Afternoon,958,33,0.0344,7.4,1997.7,7.88,0.742,186.78
2025-03-15,Plant_Epsilon,Line_B,Night,783,26,0.0332,10.5,1719.3,7.95,0.812,208.65
2025-03-15,Plant_Epsilon,Line_C,Morning,1008,36,0.0357,19.9,2127.5,8.01,0.882,124.71
2025-03-15,Plant_Epsilon,Line_C,Afternoon,936,26,0.0278,9.0,1973.1,8.02,0.692,194.91
2025-03-15,Plant_Epsilon,Line_C,Night,806,32,0.0397,16.9,1745.5,8.09,0.7,218.79
2025-03-15,Plant_Zeta,Line_A,Morning,1123,42,0.0374,10.9,2411.6,7.97,0.831,156.58
2025-03-15,Plant_Zeta,Line_A,Afternoon,1036,40,0.0386,10.9,2280.7,8.01,0.754,190.85
2025-03-15,Plant_Zeta,Line_A,Night,896,39,0.0435,12.0,1952.5,7.96,0.795,137.43
2025-03-15,Plant_Zeta,Line_B,Morning,1127,40,0.0355,15.3,2426.1,7.93,0.756,219.03
2025-03-15,Plant_Zeta,Line_B,Afternoon,1066,47,0.0441,15.0,2283.6,8.07,0.794,176.11
2025-03-15,Plant_Zeta,Line_B,Night,893,33,0.037,16.2,1872.3,7.94,0.729,153.57
2025-03-15,Plant_Zeta,Line_C,Morning,1107,43,0.0388,13.3,2401.1,7.92,0.749,140.8
2025-03-15,Plant_Zeta,Line_C,Afternoon,1082,51,0.0471,13.4,2251.1,8.05,0.784,271.01
2025-03-15,Plant_Zeta,Line_C,Night,931,25,0.0269,17.4,1925.0,8.0,0.805,228.59
2025-03-16,Plant_Alpha,Line_A,Morning,1297,44,0.0339,12.3,2792.7,7.98,0.855,169.07
2025-03-16,Plant_Alpha,Line_A,Afternoon,1215,46,0.0379,10.0,2571.6,8.07,0.671,295.55
2025-03-16,Plant_Alpha,Line_A,Night,1034,34,0.0329,15.8,2142.8,7.98,0.749,148.05
2025-03-16,Plant_Alpha,Line_B,Morning,1279,62,0.0485,15.5,2776.9,7.95,0.693,191.66
2025-03-16,Plant_Alpha,Line_B,Afternoon,1184,38,0.0321,11.3,2543.4,8.06,0.749,182.48
2025-03-16,Plant_Alpha,Line_B,Night,1047,29,0.0277,10.9,2276.3,8.1,0.799,216.33
2025-03-16,Plant_Alpha,Line_C,Morning,1277,45,0.0352,16.4,2806.8,8.01,0.804,163.99
2025-03-16,Plant_Alpha,Line_C,Afternoon,1231,42,0.0341,15.6,2651.5,7.99,0.71,214.61
2025-03-16,Plant_Alpha,Line_C,Night,1031,39,0.0378,17.0,2265.1,8.08,0.785,172.37
2025-03-16,Plant_Beta,Line_A,Morning,869,36,0.0414,13.1,1887.6,7.98,0.857,205.05
2025-03-16,Plant_Beta,Line_A,Afternoon,829,30,0.0362,20.6,1739.1,7.97,0.802,219.63
2025-03-16,Plant_Beta,Line_A,Night,695,25,0.036,14.3,1507.5,8.09,0.786,253.66
2025-03-16,Plant_Beta,Line_B,Morning,865,36,0.0416,10.4,1876.1,8.0,0.851,273.15
2025-03-16,Plant_Beta,Line_B,Afternoon,822,28,0.0341,12.9,1770.6,8.07,0.779,220.51
2025-03-16,Plant_Beta,Line_B,Night,709,23,0.0324,12.1,1515.2,7.93,0.683,157.25
2025-03-16,Plant_Beta,Line_C,Morning,881,30,0.0341,15.3,1855.5,8.04,0.745,230.89
2025-03-16,Plant_Beta,Line_C,Afternoon,819,34,0.0415,13.4,1769.2,8.0,0.764,203.51
2025-03-16,Plant_Beta,Line_C,Night,697,26,0.0373,15.3,1524.0,8.01,0.718,212.54
2025-03-16,Plant_Gamma,Line_A,Morning,832,25,0.03,11.2,1750.5,7.98,0.648,220.89
2025-03-16,Plant_Gamma,Line_A,Afternoon,784,20,0.0255,11.6,1682.7,7.9,0.813,199.93
2025-03-16,Plant_Gamma,Line_A,Night,674,22,0.0326,16.1,1422.2,8.0,0.779,199.0
2025-03-16,Plant_Gamma,Line_B,Morning,836,32,0.0383,13.5,1798.9,8.07,0.762,253.8
2025-03-16,Plant_Gamma,Line_B,Afternoon,785,29,0.0369,15.0,1692.9,7.98,0.723,154.7
2025-03-16,Plant_Gamma,Line_B,Night,669,30,0.0448,16.8,1448.1,8.04,0.759,153.72
2025-03-16,Plant_Gamma,Line_C,Morning,823,31,0.0377,13.3,1792.3,8.04,0.669,184.72
2025-03-16,Plant_Gamma,Line_C,Afternoon,757,28,0.037,13.9,1732.2,8.07,0.81,160.82
2025-03-16,Plant_Gamma,Line_C,Night,658,21,0.0319,19.4,1419.7,7.99,0.718,152.14
2025-03-16,Plant_Delta,Line_A,Morning,871,33,0.0379,8.1,1832.0,8.01,0.756,176.82
2025-03-16,Plant_Delta,Line_A,Afternoon,830,25,0.0301,12.6,1784.7,7.99,0.779,159.24
2025-03-16,Plant_Delta,Line_A,Night,693,20,0.0289,8.7,1499.7,8.04,0.756,249.31
2025-03-16,Plant_Delta,Line_B,Morning,864,25,0.0289,16.6,1845.1,7.98,0.645,188.12
2025-03-16,Plant_Delta,Line_B,Afternoon,829,35,0.0422,14.1,1771.1,7.98,0.747,238.82
2025-03-16,Plant_Delta,Line_B,Night,694,24,0.0346,10.6,1527.0,7.99,0.702,233.36
2025-03-16,Plant_Delta,Line_C,Morning,865,30,0.0347,18.1,1847.2,7.95,0.808,162.8
2025-03-16,Plant_Delta,Line_C,Afternoon,856,28,0.0327,8.6,1824.3,8.0,0.77,220.38
2025-03-16,Plant_Delta,Line_C,Night,687,18,0.0262,19.9,1477.2,8.1,0.784,203.9
2025-03-16,Plant_Epsilon,Line_A,Morning,984,48,0.0488,12.4,2112.7,8.03,0.721,154.34
2025-03-16,Plant_Epsilon,Line_A,Afternoon,941,40,0.0425,20.3,2081.2,7.93,0.811,156.17
2025-03-16,Plant_Epsilon,Line_A,Night,785,26,0.0331,13.5,1682.3,7.89,0.83,222.89
2025-03-16,Plant_Epsilon,Line_B,Morning,990,32,0.0323,17.9,2147.1,7.98,0.676,214.51
2025-03-16,Plant_Epsilon,Line_B,Afternoon,939,37,0.0394,15.5,2049.2,8.01,0.743,213.23
2025-03-16,Plant_Epsilon,Line_B,Night,811,36,0.0444,11.3,1750.2,7.91,0.809,176.37
